CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Jaime Hernandez;48;S;F;10000,00;1;1;High School;Manual;1;0;Person;Poor
Jarrod Chandra;45;S;M;10000,00;1;1;High School;Manual;0;0;Person;Poor
Jessie Hernandez;45;M;F;10000,00;1;1;High School;Manual;1;0;Person;Poor
Lacey Wang;45;S;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Keith Chander;45;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Lacey Luo;46;S;F;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Marie Jimenez;46;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Gina Gill;47;S;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Clifford Sara;47;S;M;20000,00;0;0;Partial College;Manual;0;0;Person;Good
Robyn Blanco;47;M;F;20000,00;0;0;Partial College;Manual;1;0;Person;Good
Arturo Jai;81;S;M;20000,00;2;0;Partial College;Manual;1;0;Person;Poor
Edwin Nath;81;M;M;20000,00;2;0;Partial College;Manual;0;0;Person;Poor
Nancy Lopez;81;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Ruth Perez;63;S;F;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Alexandra Jackson;63;S;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Tara She;64;S;F;10000,00;1;1;High School;Manual;0;1;Person;Poor
Theodore Alonso;64;S;M;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Daisy Serrano;64;S;F;30000,00;3;0;Graduate Degree;Clerical;0;0;Person;Poor
Charles Turner;65;S;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Andre Suri;65;M;M;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Austin Chen;66;S;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Marshall He;64;M;M;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Regina Prasad;64;S;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Louis Becker;65;M;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Armando Martin;65;M;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Dawn Zhao;54;M;F;10000,00;2;2;High School;Manual;1;0;Person;Poor
Armando Gill;54;M;M;10000,00;2;2;High School;Manual;1;0;Person;Poor
Whitney Mehta;54;S;F;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Chelsea Madan;54;M;F;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Veronica Prasad;54;M;F;40000,00;0;0;Graduate Degree;Clerical;0;0;Person;Good
Grant Jai;54;S;M;40000,00;0;0;Graduate Degree;Clerical;0;0;Person;Good
Olivia Gonzales;55;M;F;10000,00;2;2;High School;Manual;1;0;Person;Poor
Tamara Black;55;S;F;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Keith Xie;55;S;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Darren Gonzalez;55;S;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Katherine Anderson;55;S;F;30000,00;1;0;Bachelors;Clerical;0;0;Person;Standard
Marie Munoz;55;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Stacey Guo;56;M;F;10000,00;2;2;High School;Manual;1;1;Person;Poor
Sabrina Diaz;55;S;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Chelsea Jordan;55;M;F;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Ricardo Shan;55;S;M;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Sharon Shan;55;S;F;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Tony Raje;72;S;M;10000,00;3;0;Partial College;Manual;0;2;Person;Poor
Martin Rana;73;S;M;10000,00;3;0;Partial College;Manual;0;2;Person;Poor
Michele Romero;73;S;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Lisa Xu;71;M;F;10000,00;2;1;High School;Manual;1;2;Person;Poor
Tara Black;71;S;F;10000,00;2;1;High School;Manual;1;2;Person;Poor
Lauren Morgan;56;S;F;10000,00;2;2;High School;Manual;0;1;Person;Poor
Bryant Lopez;56;S;M;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Tina Lopez;56;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Hunter Edwards;56;M;M;90000,00;4;4;Bachelors;Management;1;2;Person;Standard
Heidi Perez;56;S;F;130000,00;1;0;Graduate Degree;Management;0;2;Person;Good
Sierra Green;45;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Abigail Alexander;45;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Nicole Perry;45;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Jeffery Yang;45;S;M;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Brian Morris;45;S;M;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Sara Phillips;45;S;F;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Terry Xu;80;S;M;20000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Pedro Kapoor;80;M;M;20000,00;4;0;High School;Skilled Manual;1;2;Person;Poor
Andres Sharma;80;M;M;20000,00;4;0;High School;Skilled Manual;1;2;Person;Poor
Makayla Cox;45;S;F;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Ryan Johnson;45;S;M;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Jada Parker;45;S;F;70000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Eduardo Martinez;45;S;M;70000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Jill Martinez;46;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Isabella Nelson;46;S;F;30000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Chloe Henderson;46;S;F;30000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Sean Richardson;46;M;M;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Miguel Hernandez;46;M;M;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Edwin Hu;79;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Colin Zhao;78;S;M;20000,00;4;0;High School;Skilled Manual;0;2;Person;Poor
Amy Zeng;78;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Karen Lin;78;M;F;30000,00;2;0;Partial College;Clerical;1;2;Person;Poor
Anne Serrano;78;M;F;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Omar Liang;77;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Victor Ramos;77;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
George Sara;77;M;M;20000,00;4;0;High School;Skilled Manual;1;2;Person;Poor
Jake Lin;77;S;M;20000,00;4;0;High School;Skilled Manual;0;2;Person;Poor
Jesse Howard;77;S;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Carmen Suri;77;M;F;30000,00;2;0;Partial College;Clerical;1;2;Person;Poor
Jay Browning;77;S;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Jaclyn Xu;77;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Fernando Wood;76;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Emily Washington;46;S;F;70000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Chloe Lee;47;S;F;40000,00;0;0;Partial High School;Clerical;0;2;Person;Standard
Kayla Barnes;47;S;F;40000,00;0;0;Partial High School;Clerical;0;2;Person;Standard
Alan Shen;76;M;M;20000,00;2;1;Partial High School;Clerical;0;2;Person;Poor
Hailey Edwards;47;S;F;40000,00;0;0;Bachelors;Professional;0;2;Person;Standard
Gavin Price;47;S;M;40000,00;0;0;Bachelors;Professional;1;2;Person;Standard
Blake Perry;47;S;M;40000,00;0;0;Partial College;Skilled Manual;0;2;Person;Standard
Emma Jones;47;S;F;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Daniel Thomas;47;M;M;60000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Brooke Brooks;47;M;F;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Richard Long;47;S;M;70000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Seth McDonald;47;M;M;70000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Melvin Chander;75;M;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Jésus Hernandez;74;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Meredith Gill;74;M;F;10000,00;2;1;Partial High School;Clerical;1;3;Person;Poor
Todd Lu;74;M;M;10000,00;2;1;Partial High School;Clerical;1;3;Person;Poor
Latasha Ortega;74;M;F;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Leonard Shen;74;M;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Martha Wang;73;M;F;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Monique Sanz;73;M;F;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Shaun Shan;73;M;M;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Lucas Rivera;44;M;M;30000,00;0;0;Partial College;Skilled Manual;0;2;Person;Poor
Kaitlyn Nelson;72;S;F;20000,00;2;1;Partial High School;Clerical;1;3;Person;Poor
Donald Kovár;72;S;M;20000,00;3;1;Partial High School;Clerical;1;4;Person;Poor
Cedric Xu;71;M;M;40000,00;2;0;Partial College;Skilled Manual;0;2;Person;Standard
Angel Nelson;71;S;M;40000,00;2;0;Partial College;Skilled Manual;0;2;Person;Standard
Peter Shan;70;S;M;40000,00;3;0;Partial High School;Clerical;0;2;Person;Poor
Marie Suri;70;S;F;40000,00;3;0;Partial High School;Clerical;0;2;Person;Poor
Damien Raji;69;M;M;80000,00;2;0;Partial College;Skilled Manual;1;2;Person;Standard
Aimee Zheng;69;S;F;80000,00;2;0;Partial College;Skilled Manual;0;2;Person;Standard
Melissa Sanders;49;S;F;40000,00;0;0;Partial College;Skilled Manual;0;2;Person;Standard
Jesse Cox;49;S;M;40000,00;0;0;Partial College;Skilled Manual;1;2;Person;Standard
Kelvin Goel;49;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
John Martinez;49;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Pedro Gomez;49;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Robert Gonzalez;49;S;M;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Zoe Bell;50;M;F;50000,00;0;0;High School;Skilled Manual;1;2;Person;Good
Eduardo Garcia;50;S;M;50000,00;0;0;High School;Skilled Manual;0;2;Person;Good
Mackenzie Brooks;50;M;F;50000,00;0;0;High School;Skilled Manual;1;2;Person;Good
Anna Rivera;50;M;F;50000,00;0;0;High School;Skilled Manual;1;2;Person;Good
Luis Yang;50;S;M;50000,00;0;0;High School;Skilled Manual;0;2;Person;Good
Natalie Barnes;51;S;F;60000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Amanda Gonzalez;51;S;F;70000,00;0;0;Partial College;Professional;0;2;Person;Good
Victoria Cox;48;M;F;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Robert Yang;48;M;M;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Andrea Gray;48;S;F;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Naomi Gomez;68;S;F;80000,00;2;0;High School;Skilled Manual;1;2;Person;Standard
Tasha Rai;67;S;F;70000,00;2;0;High School;Skilled Manual;1;2;Person;Standard
Cesar Kapoor;67;M;M;70000,00;2;0;High School;Skilled Manual;1;2;Person;Standard
Megan Diaz;67;S;F;70000,00;2;0;High School;Skilled Manual;0;2;Person;Standard
Beth Serrano;66;S;F;100000,00;1;0;Bachelors;Management;0;3;Person;Good
Warren Chow;65;S;M;100000,00;1;1;Bachelors;Management;0;3;Person;Good
Molly Chandra;65;M;F;100000,00;1;1;Bachelors;Management;1;3;Person;Good
Tina Sara;65;S;F;100000,00;1;1;Bachelors;Management;0;3;Person;Good
Destiny Sanders;51;S;F;80000,00;0;0;Bachelors;Management;1;1;Person;Good
Ethan Williams;50;M;M;50000,00;0;0;High School;Professional;0;2;Person;Good
Gabrielle Peterson;50;S;F;50000,00;0;0;High School;Professional;0;2;Person;Good
Geoffrey Patel;50;S;M;60000,00;0;0;Partial College;Professional;0;2;Person;Good
Austin Martin;50;S;M;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Taylor Brooks;50;M;F;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Bryan Howard;58;M;M;120000,00;2;2;Bachelors;Management;1;4;Person;Good
Edward Scott;58;M;M;130000,00;0;1;Graduate Degree;Management;1;3;Person;Good
Rachel Diaz;58;S;F;130000,00;0;1;Graduate Degree;Management;0;3;Person;Good
Devin Thomas;58;S;M;130000,00;0;1;Graduate Degree;Management;0;4;Person;Good
Luis Long;58;M;M;130000,00;1;1;Graduate Degree;Management;1;4;Person;Good
Benjamin Clark;67;M;M;70000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Joshua White;67;S;M;70000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Gabriel Scott;60;S;M;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Alexandra Evans;60;M;F;60000,00;4;4;Bachelors;Skilled Manual;1;2;Person;Poor
Janet Wright;60;S;F;60000,00;5;5;Bachelors;Skilled Manual;1;3;Person;Poor
Jennifer Reed;60;S;F;60000,00;4;2;Bachelors;Skilled Manual;1;2;Person;Poor
Jason Perry;60;M;M;60000,00;4;2;Bachelors;Skilled Manual;0;2;Person;Poor
Adam Bryant;60;M;M;60000,00;4;2;Bachelors;Skilled Manual;1;2;Person;Poor
Evan Rogers;60;M;M;60000,00;4;2;Bachelors;Skilled Manual;1;2;Person;Poor
Melissa Simmons;60;S;F;60000,00;4;2;Bachelors;Skilled Manual;0;2;Person;Poor
Abigail Cooper;61;S;F;70000,00;4;2;Bachelors;Professional;1;2;Person;Standard
Jessica Bennett;61;S;F;70000,00;4;2;Bachelors;Professional;0;2;Person;Standard
Carson Powell;56;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Abigail Thompson;61;M;F;60000,00;3;2;Graduate Degree;Professional;1;0;Person;Standard
Ann Prasad;62;S;F;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Alexa James;62;M;F;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Richard Wright;62;S;M;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Gabrielle Wright;62;S;F;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Noah Alexander;62;M;M;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Shannon Zeng;63;S;F;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Jennifer Price;63;S;F;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Chloe Clark;63;S;F;40000,00;4;3;High School;Skilled Manual;0;4;Person;Poor
Wyatt Jones;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Evan Campbell;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Tyler Harris;64;M;M;40000,00;4;2;High School;Skilled Manual;0;2;Person;Poor
Wayne Chander;57;S;M;50000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Riley Cox;57;S;F;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Giorgio Veronesi;57;M;F;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Tina Madan;57;S;F;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Ruben Gomez;57;S;M;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Jill Patterson;57;S;F;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Eduardo Simmons;97;S;M;40000,00;2;0;Partial High School;Clerical;0;1;Person;Standard
Brandon Yang;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Natalie Cox;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Andrea Ramirez;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Bailey Cook;65;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Jennifer Johnson;65;M;F;60000,00;4;3;Bachelors;Professional;1;1;Person;Poor
Wesley Zhang;65;S;M;80000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Eric Baker;66;M;M;60000,00;3;2;Bachelors;Professional;1;1;Person;Standard
Kevin Green;66;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Zachary Shan;66;S;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Carolyn Diaz;56;S;F;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Francisco Rodriguez;56;M;M;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Marc Vazquez;56;S;M;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Amanda Coleman;54;M;F;80000,00;4;4;Graduate Degree;Management;0;1;Person;Standard
Henry Prasad;54;M;M;90000,00;2;0;Bachelors;Professional;0;0;Person;Standard
Mallory Navarro;56;S;F;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Melvin Luo;55;S;M;120000,00;1;0;Graduate Degree;Management;0;1;Person;Good
Ross Sara;55;S;M;120000,00;1;0;Graduate Degree;Management;0;2;Person;Good
Ebony Prasad;55;S;F;120000,00;1;0;Graduate Degree;Management;0;2;Person;Good
Chelsea Lopez;57;M;F;80000,00;5;5;Graduate Degree;Management;0;2;Person;Poor
Nathan West;57;M;M;80000,00;5;5;Graduate Degree;Management;0;3;Person;Poor
Leslie Navarro;58;M;F;90000,00;2;0;Bachelors;Professional;1;0;Person;Standard
Teresa Jimenez;59;S;F;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Steven Reed;59;M;M;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Eugene Ma;59;S;M;60000,00;3;3;Bachelors;Professional;0;1;Person;Standard
Pamela Schmidt;59;M;F;60000,00;3;3;Bachelors;Professional;1;1;Person;Standard
Tommy Black;56;M;M;70000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Richard Wood;56;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Brandi Jiménez;56;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Noah Jenkins;59;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Maurice Yuan;59;M;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Danny Serrano;59;S;M;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Patrick Sanchez;60;M;M;60000,00;3;3;Bachelors;Professional;1;2;Person;Standard
Ronald Prasad;50;M;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Kenneth Pal;50;M;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Summer Perez;67;M;F;70000,00;3;2;Partial College;Professional;1;0;Person;Standard
Isabella Walker;67;S;F;80000,00;2;1;Bachelors;Management;0;0;Person;Standard
Elijah Mitchell;67;M;M;80000,00;2;1;Bachelors;Management;0;0;Person;Standard
Maria Campbell;67;M;F;80000,00;2;1;Bachelors;Management;0;0;Person;Standard
Xavier Carter;68;S;M;80000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Carolyn Prasad;68;M;F;60000,00;2;0;High School;Professional;1;2;Person;Standard
Marissa Washington;68;M;F;60000,00;2;0;High School;Professional;1;2;Person;Standard
Molly Prasad;68;S;F;60000,00;2;0;High School;Professional;0;2;Person;Standard
Joseph Johnson;92;S;M;50000,00;2;0;Graduate Degree;Management;1;2;Person;Standard
Drew Raji;59;M;M;110000,00;2;2;Bachelors;Management;1;3;Person;Good
Alison Raji;59;M;F;110000,00;3;2;Bachelors;Management;1;4;Person;Standard
Robyn Navarro;59;M;F;120000,00;2;2;Bachelors;Management;1;4;Person;Good
Henry Raman;59;S;M;120000,00;2;2;Bachelors;Management;0;4;Person;Good
Brandon Davis;59;M;M;130000,00;1;1;Graduate Degree;Management;1;4;Person;Good
Katherine Sanchez;60;M;F;80000,00;4;3;Bachelors;Management;1;0;Person;Standard
Kaitlyn Parker;60;M;F;100000,00;5;2;Partial College;Professional;0;1;Person;Standard
Douglas Rana;60;S;M;110000,00;3;2;Bachelors;Management;0;4;Person;Standard
Devin Alexander;60;S;M;170000,00;0;0;Graduate Degree;Management;0;3;Person;Good
Gabriel Wright;68;M;M;70000,00;3;2;Partial College;Professional;1;0;Person;Standard
Bryant Chapman;90;M;M;70000,00;4;0;Graduate Degree;Management;1;2;Person;Standard
Tara Rai;90;M;F;70000,00;4;0;Graduate Degree;Management;1;2;Person;Standard
Reginald Vazquez;61;M;M;110000,00;4;2;Bachelors;Management;1;4;Person;Standard
Makayla Peterson;61;M;F;110000,00;5;3;Bachelors;Management;1;0;Person;Standard
Jordan Diaz;61;M;M;110000,00;5;3;Bachelors;Management;1;0;Person;Standard
Jackson Hernandez;61;S;M;120000,00;4;3;Partial College;Professional;0;3;Person;Standard
Sara Sanders;62;S;F;100000,00;1;2;Partial College;Professional;0;4;Person;Good
Johnathan Sanchez;62;M;M;110000,00;1;3;Bachelors;Management;1;2;Person;Good
Angelica Patterson;62;S;F;120000,00;1;3;Partial College;Professional;0;4;Person;Good
Nathan Lewis;62;M;M;120000,00;1;3;High School;Professional;1;4;Person;Good
Adam Edwards;62;S;M;130000,00;1;2;Bachelors;Management;0;4;Person;Good
Kaylee Ward;63;M;F;70000,00;5;4;Partial College;Professional;1;3;Person;Poor
Oscar Jenkins;63;M;M;90000,00;4;3;High School;Professional;1;2;Person;Standard
Christopher Harris;63;S;M;130000,00;3;3;Bachelors;Management;0;3;Person;Standard
Brandon Garcia;69;S;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Kaylee Rivera;69;M;F;70000,00;4;3;High School;Professional;1;0;Person;Standard
Marcus Price;69;M;M;80000,00;3;2;Partial College;Professional;1;1;Person;Standard
Seth Kelly;69;M;M;90000,00;2;1;High School;Professional;1;1;Person;Standard
Thomas Lal;89;M;M;80000,00;4;0;Graduate Degree;Management;1;2;Person;Standard
Alyssa Harris;89;M;F;130000,00;2;3;Graduate Degree;Management;1;3;Person;Good
Morgan Russell;88;M;F;130000,00;2;3;Graduate Degree;Management;1;3;Person;Good
Chloe Ward;64;S;F;90000,00;4;3;High School;Professional;1;3;Person;Standard
Jordan Russell;64;M;M;110000,00;5;3;Partial College;Professional;1;4;Person;Standard
Evelyn Fernandez;64;S;F;110000,00;3;3;Partial College;Professional;0;4;Person;Standard
Hailey Price;64;M;F;110000,00;4;3;Partial College;Professional;1;4;Person;Standard
Isabelle Hughes;70;S;F;70000,00;2;0;Partial High School;Skilled Manual;0;2;Person;Standard
Dalton Long;70;S;M;70000,00;3;0;Partial High School;Skilled Manual;0;2;Person;Standard
Abigail Morgan;70;M;F;60000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Dalton Reed;70;M;M;60000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Luis Simmons;70;M;M;70000,00;3;1;High School;Professional;0;1;Person;Standard
Jordan Butler;70;M;M;70000,00;3;1;High School;Professional;1;1;Person;Standard
Mariah Hughes;71;M;F;70000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Jennifer Hernandez;71;M;F;70000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Nicole Blue;71;S;F;70000,00;3;0;Graduate Degree;Management;0;2;Person;Standard
Xavier Robinson;72;M;M;40000,00;3;0;Partial College;Professional;1;2;Person;Poor
Xavier Watson;73;M;M;40000,00;3;0;Partial College;Professional;1;2;Person;Poor
Jordyn Hughes;73;M;F;40000,00;3;0;Partial College;Professional;1;2;Person;Poor
Tristan Bryant;73;S;M;40000,00;3;0;Partial College;Professional;0;2;Person;Poor
Briana Gutierrez;73;M;F;40000,00;3;0;Partial College;Professional;1;2;Person;Poor
Edgar Suri;73;M;M;40000,00;3;0;Partial College;Professional;1;2;Person;Poor
Elijah Griffin;73;S;M;40000,00;3;0;Partial College;Professional;0;2;Person;Poor
Lauren Brooks;73;M;F;40000,00;4;0;Partial College;Professional;0;2;Person;Poor
Brianna Robinson;73;M;F;40000,00;4;0;Partial College;Professional;0;2;Person;Poor
Cody Morgan;75;M;M;30000,00;4;0;High School;Professional;1;2;Person;Poor
Amanda Lopez;75;M;F;30000,00;4;0;High School;Professional;1;2;Person;Poor
Melanie Simmons;75;M;F;30000,00;4;0;High School;Professional;1;2;Person;Poor
Isabel Long;75;M;F;30000,00;4;0;High School;Professional;1;2;Person;Poor
Bailey Morgan;75;M;F;30000,00;4;0;High School;Professional;0;2;Person;Poor
Megan Coleman;75;M;F;40000,00;4;0;High School;Professional;1;2;Person;Poor
Cassie Yuan;60;S;F;60000,00;4;4;Bachelors;Professional;1;1;Person;Poor
Carol Zhou;60;S;F;60000,00;4;4;Bachelors;Professional;1;2;Person;Poor
Alejandro Chander;60;M;M;60000,00;4;4;Bachelors;Professional;0;3;Person;Poor
Danny Ruiz;60;S;M;60000,00;4;4;Bachelors;Professional;1;3;Person;Poor
Meghan Alonso;61;S;F;60000,00;3;2;Bachelors;Professional;1;2;Person;Standard
Frederick Rodriguez;61;S;M;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Kristin Carson;62;S;F;70000,00;1;0;Partial College;Skilled Manual;0;1;Person;Good
Willie Nara;62;S;M;60000,00;1;0;Bachelors;Professional;0;1;Person;Good
Ruth Sai;62;S;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Donald Fernandez;62;S;M;60000,00;1;0;Bachelors;Professional;0;1;Person;Good
Kristen Zheng;94;M;F;90000,00;1;0;Graduate Degree;Management;1;1;Person;Good
Joanna Torres;58;S;F;100000,00;0;0;Bachelors;Professional;0;1;Person;Good
Tara Andersen;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Alexa Travers;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Susan He;64;S;F;60000,00;1;0;Partial College;Skilled Manual;0;1;Person;Good
Whitney Patel;59;S;F;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Roger Andersen;59;S;M;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Clarence Lal;59;M;M;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Ricardo Chande;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Jake He;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Marco Rana;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Rosa Guo;61;S;F;70000,00;0;0;Bachelors;Professional;0;2;Person;Good
Gilbert Zhou;61;S;M;70000,00;0;0;Bachelors;Professional;0;2;Person;Good
Jared Brooks;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Warren Zeng;63;S;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Lindsay Sharma;63;S;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Desirée Moreno;63;S;F;70000,00;5;4;Partial College;Skilled Manual;1;2;Person;Poor
Kelli Liu;66;S;F;90000,00;2;0;Bachelors;Professional;1;1;Person;Standard
Dennis Sun;66;M;M;90000,00;2;0;Bachelors;Management;0;1;Person;Standard
